Gondi Word	Telugu Meaning
మాంజ పుడి	మిణుగురు పురుగు
మాన్ద గొస్టి	గర్వకారణం
మాంది	జనం
మానం సెల్లె	మానం లేదు
మానె మాయ్వల్	అంగీకరించు
మాప్ వెహ	క్షమాపణ చెప్పు
మాపి	క్షమించు
మాండి	తొడ
మాండి కీ-	వేటాడటం కోసం
మాండికిసి	ఊరిపెట్టి
మామ	మామయ్య
మాయ	మాయము
మాయ్ట	కడియం
మాయ్నన్ పుర్స్	నీ తలకు మించి
మాయ్నన	మానవుని
మాయ్నల్	వ్యక్తి
మాయ్‌టల్	సుడిగాలి
మార్	దెబ్బ
మార్కుల్క్ వాట	మార్కులు వెయ్యి
మార్త	అయిపోవడం
మార్తొర్	మరణించాడు
మార్తొర్ (సాతొర్)	చనిపోయిన
మార్య	మార్పు
మార్వల్	తగ్గడం
మార్వెలి (జాడి)	ఒక రకమైన గడ్డి
మార్-	అయిపోయింది
మారివల్	మారటం
మారుస	మార్చు
మారెల్	రెక్క
మారెల్క్	రెక్కలు
మాల్	పంట
మాల్కల్	యజమాని
మాలుండి (తరస్)	రెండు తలల పాము
మావ	మనది
మావంగ్	మనవి
మాస	అగ్గి పెట్టు
మాస్-	నిప్పు చేయుట
మాసుల్ (తరస్)	కొండచిలువ
మిఙ	మింగు
మిచ్చొ	తేలు
మిట్క్‌త	బెణుకుట
మిట్కుస్వల్	బెనకడం
మిటుస్-	బొట్టు
మిడ్చ్-	మెరుస్తుంది
మిడుంగ్-	పల్టీ
మిడుసిమ్	మడుచు
మిన్ఙుల్	నిప్పురవ్వ
మింగ్వలిక్ జన్వర్క్	మ్రింగే జంతువులు
మింగ్-	మింగుట
మింజ్-	మునుగుట
మింది	కన్ను రెప్ప
మినుంగ్	రుచికరమైన
మినుంగ్త	రుచికరమైన
మినొడ (మర్ర)	ఒక రకమైన చెట్టు
మిమ్మెట్	మీరు
మియడ్	కూతురు
మిరట్	మీరు
మిర్కుట్	గొడ్డు కారము
మిర్గ్	వాన కాలం
మిర్వల్	చిమ్ముట
మిసడిత	కలుషిత
మిస్డి కీ-	కలపడము
మిస్డె మాసి	కలుసుకొని
మిస్వల్	సమాది చెయ్యి
మిస్-	బొంద పెట్టుట
మిసిన్	యంత్రం
మిహ్-	స్నానము చేయించుట
మీన్	చేప
మీన్ జారి	చేప వల
మీన్ మేస్	చేప గుడ్డు
మీన్క్	చేపలు
మీన్క్‌న లవ్డి	చేపల చెరువు
మీనొడల్	తాబేలు
మీండ్-	పండుకో
మిండూస్-	పండబెట్టుట
మీరి కియ్వల్	కూడికలు
మీరి కీ-	జమ చేయడము
మీరె-మా-	కలిసింది
మీరియంగ్	మిరియాలు
మీరె మాసి	కలిసి మెలిసి
మీవ	మీది
మీసెల్	మీసము
మీసెల్క్	మీసాలు
ముక్క	ముద్దు
ముక్క బుర్వల్	ముద్దు పెట్టుట
ముక్కెర	ముక్కు పుడక
ముక్డియల్	మూగవాడు
ముగ్గ ముగ్గ	నిగ నిగ
ముగ్గి	మొగ్గ
ముచ్చ	కప్పి
ముచ్చడ్	మూత
ముచ్చుక్	తోడు లేకుండా
ముచ్వల్	కప్పడం
ముజ్ర కీ-	వందనాలు
ముట్టి	పిడికిలి
ముట్-	గురుతుపట్టు
ముడ్డుస్	మడత పెట్టుట
ముడ్త	ముడుత
ముడ్-	మునగడము
ముడూస్-	ముంచుట
ముడియంతొర్	గుర్రు కొట్టడం
ముడి-	గురక
ముడు సియ్వల్	ముడుచుకునే
ముడుంగ్త	మునిగింది
ముడుంగ్సి	మునిగి
ముడుస	ముంచు
ముతెల్క్	ముత్యాలు
ముద్ద	ఉంగరము
ముద్ద బొట్ట	ఉంగరపు వేలు
ముద్ద	పదమూడు
ముద్ద కెల్క్	ఉంగరాల జుట్టు
ముద్ద మొకం	గుండ్రని ముఖం
ముద్ర వాట్వల్	అచ్చు వేయడం
ముదెర	మందు మొక్క
మున్నిస్	ముప్పది
మున్నె	ముందు
మున్నెగడ్	నాయకత్వం వహించేవాడు
మున్నెత్‌ సూడ్సెర్ మత్త	ఎదురుచూడబడ్డ
మున్నెతె	రాబోయేది
మున్నెన్	ముందుగా
మున్నెమన్	ముందుండు
ముంజ్కవాత	సొమ్మసిల్లి పోవడం
ముంజాలిర్	పిల్లలు పుట్టని వారు
ముంగూర్	ఇంటి వాకిలి
ముంగె (మర్ర)	మునగ చెట్టు
ముంజెటల్	మొండి
మునొప	లాభం
ముప్ట	మడత
ముండ్యల్ కీమ్	మొండికెయ్యి
ముండి	మొండి
ముండిక్ కెల్క్	పొట్టి వెంట్రుకలు
ముండెల్	శేరలు, మొగ్రెలు
ముయ్క్ ముయ్క్	నోటి లోపల నములుట
మురడి	ఆవుల పందిరి
