Gondi Word	Telugu Meaning
పార్కత్	విడాకులు
పార్యక్	స్త్రీల విందు
పార్యడ్	వియ్యంకురాలు
పార్లమెంట్ నొర్	పార్లమెంటు సభ్యుడు
పారి	వియ్యంకుడు
పారి కప్డింగ్	వియ్యంకుడి తరపు బట్టలు
పాల	ఆకు
పాలకమల్	ఇంద్రధనుస్సు
పాలంగ్	ఆకులు
పాల్కి	పల్లకి
పాల్చబొగ్గె	ఒక రకమైన తీగ
పాలాన్ కీ-	జాగృతంచెయ్యి
పాలిస్టర్	పాలిస్టర్
పాలుండి (మర్ర)	జిల్లేడు (చెట్టు)
పాలె	నాగలికి ఆనుకొని ఉండే కట్టె
పావ్డ	పార
పావె మా-	దర్శనం ఇవ్వు
పాస	ఉరి వేసి
పాస్	పలుగు
పాస్క్-	నచ్చలేదు
పాస్రి	పెద్ద తరాజు
పాసి జక్వల్	చంపడం
పాసిరి పెడ్కంగ్	గుండె, కాలేయం
పాసివోత	కొట్టుకు పోయింది
పాసుడి	చద్దర్/ దుప్పటి
పాహ్డి	ఒక రకమైన గడ్డి
పిట్టె	పిట్ట
పిట్టె-పురడ్	పిట్టలు
పిట్టెంగ్ కేప్వల్	పిట్టల కాపు
పిట్టెన కర్ప	పిట్టల గుంపు
పిడ్క	పెంకు
పిడ్క్	గుప్పెడు
పిడ్గ్	పిడుగు
పిడ్చ్-	తెల్ల వెంట్రుకలు
పిడ్ప్	తడక
పిడ్వల్	తయారు అవ్వడం
పిడ్స్‌తంగ్ కెల్క్	తెల్లని వెంట్రుకలు
పిడ్స్‌తొర్	తెల్ల వెంట్రుకలు గల
పిడ్-	ప్యాలాలు చెయ్యడం
పిడి	తరం
పిడి కీ-	మర
పిత పిత	రెప్పలు కొట్టడం
పిత్తల్ కడ్	మొల్ల కన్లు
పిదెడ్యల్	త్రాగుబోతు
పింజొర	దేవుని కొమ్ట
పిండం	పిండం
పిండ్	పిండం
పిండి	పిండి
పియడ వేడ్చి	పగటి వెలుతురు
పియల్	పగలు
పియల్ పోడ్ద్	పగలంతా
పియ్త	పట్టింది
పియ్య	దూడ
పియ్సిమన్	పట్టుకొని ఉండు
పిరద్ కీమ్	ఫిర్యాదు చేయు
పిరది	ఫిర్యాదు
పిరంత	మొలకెత్తుట
పిర్	వాన
పిర్ గాలుమ్	వాన కాలం
పిర్ వడి	గాలివాన
పిర్త	మొల్చింది
పిర్త	ఆరిపోయింది
పిర్నె	ఎల్లుండి
పిర్పిహొ (పిట్టె)	కోకిల
పిర్మకి	మొలకెత్తలేదు
పిర్‌యేర్	వర్షపు నీరు
పిరిక్యల్	పిరికితనము
పిరింగ్	కత్తి
పిల్ల	పిల్ల
పివ్డల్	నీలి
పిసగతి	బతుకు
పిసంగ్ పియ్వల్	పిచ్చి పట్టడం
పిసపిస	పిచ్చి పిచ్చిగా
పిస్క-	పిండి కల్పుట
పిస్తొల్ చంచి	పిస్తోలు సంచి
పిస్వల్	బతకడం
పిస్స	జీవించు
పిస్-	కాపాడు
పిసుస్వల్	బ్రతికించుట
పిసుసి సూడ	బతికించి చూడు
పిసుసీమ్	కాపాడు
పిసెటల్	పిచ్చోడు
పిహ్క్-	పిత్తడం
పిహ్-	ముయ్యి కప్పి
పిహుస	అర్పించు
పి-	పట్టు
పీఙ్	పీ
పీచపియ	పట్టుబట్టు
పీచి	పీచు
పీట	ఈస్టు
పీట్	తొమ్మిది
పీటెమంత	కడుపుతో ఉన్నది
పీటెమన్వల్	కడుపుతో ఉన్న
పీడిమెన్	100 శతాబ్దములు
పీంజ్ (మర్ర)	మునగ చెట్టు
పీంగ్క్	పియ్యి
పీని	చలి
పీనిగాలుమ్	చలికాలము
పీని పియంత	చలిగా ఉంది
పీని యెడ్కి	చలిజ్వరము
పీని వసంత	చలి వేస్తుంది
పీప	డబ్బా
పీర	పిండు
పీర్	కడుపు
పీర్ కీ-	గర్భం చెయ్యడం
పీర్వల్	పిండుట
పీర్-	పిండడము
పాల్ పీర్-	పాలు తియ్యడము
పీరి కుప్ప	వరి గడ్డ కుప్ప
పుకీ కీ-	తుపాకి కాల్చుట
పుకుట్	ఉచిత
పుకుట్నె తర	ఉచితంగా తెచ్చుకో
పుకొట్	పుక్యం
పుగ పుగ	అరుగుట లేదు
పుగ్గె మాతప్	ఉబ్బటం
పుఙక్	పువ్వు
పుఙక్నవాడి	పువ్వుల తోట
పుఙర్ గోబె	పూల గొబి
పుచపుచ	ఎక్కువ
పుచుక్నె	పులకించుట
పుజరి	కొలాం
పుట్ట	పుట్టుట
పుట్టుస	కనిపెట్టు
పుట్టుసి	పుట్టించి
పుట్టొంగ్	కొరత
పుట్త	దొరికిన
పుట్తనార్	పుట్టిన ఊరు
పుట్-	దొరుకుట
పుట్వల్	జన్మించుట
పుట్‌ మచ్చ	పుట్టుమచ్చ
పుడ	పొట్లం
పుడ్ పల్	పుచ్చు పన్ను
పుడ్క్	పురుగులు
పుడ్క్ న కుప్ప	పురుగుల గుంపు
పుడ్క్ న మర్ర	క్రిమి సంహారక మందు
పుడ్డె	పూకు
పుడ్డె సివ్లింగ్	స్త్రీ జననాంగ పెదవులు
పుడ్పుల్క్	మినుములు
పుడ్-	నడుపు
పుడ్‌పల్క్	పిప్పి పండ్లు
పుడి	పురుగు
పుడిత	పుచ్చిపోవుట
పుడితంగ్ తిన్వల్	పురుగులు పట్టిన తినడం
పుత్తి	పుట్ట
పుత్తితగ	పుట్టలో
పుత్నయల్	తమ్ముని కొడుకు
పుత్ల	విగ్రహం
పుదెలల్	తిండికి మాలిన
పున్	గాయం
పుంజ	కుప్ప
పున్నె	బుద్ధి
పున్నెవంతల్	పుణ్యాత్ముడు
పుంగర్	పువ్వు
పుంద్-	తెలుసుకొనుట
పునక్	పూర్ణిమ
పుయ్ పుయ్ కీ-	ముద్దుగా పెంచడం
పురడ్ (పిట్టె)	గువ్వ
పురడ్ దేగొ (పిట్టె)	చిన్న గ్రద్ద
పుర్సద్	వీలు
పురున్ సారి	బూరె
పురుపున్ అదర్	సాక్ష్యాధారం
పురె మా-	సరి పోతుంది
పుల్లల్	తెల్లటి
పుల్లెగాండల్	తిరుగు బోతు
పుల్సు	చారు
పుస్తక్	పుస్తకం
పుస్తె	మంగళ సూత్రం
పుసుక్నె	ఒక్క క్షణంలో
పుహ	నానబెట్టు
పుహంత	తడుపుతుంది
పుహ్త	నాన్పింది
పుహ్-	తడపడం
పూకర గొస్టి	గాలి వార్త
పూజ	పూజ
పూజ కియ్వల్	పూజచేయు
పూట	పూట
పూటు	ఫోటో
పూటుంగ్ రెహ్వల్	కెమేరా
పూడ్ సీమ్	తరుము
పూన	కొత్త
పూన జోడి	కొత్త జంట
పూనజల్మ	పునర్జన్మ
పూర	మొత్తం
పూర్-	తడుచుట
పూస్ (మహ్న)	పుష్యం
పూసి కీ-	పరిచయం చేయుట
పెకికియ్వల్	విసరడం
పెకికియ్వల్ కయ్	విసిరే చేయి
పెట్టి	కడుపు
పెట్టి నింద్నల్	కడుపు నిండ
పెట్టి నోంత	కడుపు నొప్పి
పెట్టి సూల	ఒక రకమైన రోగం
పెట్టితె మంత	కడుపుతో ఉన్నది
పెట్టింగ్ పొద్దుక్	కడుపు ప్రేవులు
పెట్రొల్	పెట్రోలు
పెడె	గింజ
పెత్త వెత్త	క్రింద పైన
పెత్తె	చీమ
పెన్నె	కప్ప
పెన్సిల్	పెన్సిల్
పెంగెడ్ వెంగెడ్	ఒక్క రకమైన నడక
పెందొ	పొడుపు కథ
పెండ్ర	పేం తో డప్పు రింగులు చేస్తారు
పెయూస్-	పాపుట/విరవడం
పెర బొక్కీ	పెద్ద తేనె
పెర్రె కాల్	వంకర కాలు
పెర్స	పెద్ద
పెర్స కట్టె	పెద్ద కర్ర
పెర్స పేన్	పెద్ద దేవుడు
పెర్స పొద్దుర్	పెద్ద ప్రేగు
పెర్స బుయ్లి	జనుము
పెర్స బొట్ట	పెద్ద వేళ్ళు
పెర్స లేఙ్	పెద్ద రాగము
పెర్స సమ్దుర్	మహా సముద్రం
పెర్సపిర్	తుఫాను
పెర్సి	ఏరుకొని
పెర్-	ఏరుకోవడం
పెరెక్	బియ్యము
పెరెకా	మెడ వెనుక భాగం
పెల్క పేండ	గుదము
పెసిత	వెల్లింది
పెసి-	వెలాడం
పెసెల్ డారి	పెసర పప్పు
పెహ్లె	మొదలు
పేకి కీత	పడ వేసిన
పేకింగ్	ఆడపిల్లలు
పేకీ కీ-	విసరడం
పేకుర సాడ	పిల్లల బడి
పేకుర్	కుమారులు
పేటి	పేటి,వీణ,గిటార్
పేడల్	కొడుకు
పేడి	కూతురు
పేడి సూడ్వల్	పెళ్లి చూపులు
పేన్	దేవుడు
పేన్‌గడ	దేవుని స్థలము
పేన్ గాగ్ర	దేవుని గజ్జ
పేన్క్	దేవతలు
పేన్క్‌నగ	దేవుళ్ళకు
పేప్రె ఉహ్కంత	సన్నాయి ఊదుతుంది
పేపి	పెద్ద నాన్న
పేమ్	భూమిలో వరి ఉంచు సొరంగం
పేండ	యోని
పేండ నొర్ర	గుద్ద కడుగు
పేండ్య	చొప్ప కట్ట
పేరి	పెద్దమ్మ
పేల్ ఆతొర్	అపజయం పాలయ్యాడు
పేల్క్-	మరుగు దొడ్లు
పేల్క్‌వల్	మల విసర్జన చేయుట
పేవ్డె	నిచ్చెన మెట్టు
పేస్	నురుగు
పొక్నె	ఉబ్బడము
పొకుల్ వాత	బొబ్బలు వచ్చుట
పొకొట్	ఉచిత
పొకొట్నఆయొ	అనుచిత
పొగ్గ	శిశ్నము
పొగ్డి కీంత	విరేచనాలు
పొట్	పొట్టు
పొట్క్ పొట్క్	ఊపిరి పీల్చుట,
పొట్ట గంజి	చెడ్డవాడు
పొట్‌పొహుడ్	గ్రద్ద రకము
పొడ్రి బొక్క	కాలి ఎముకలు
పొడికిసి వెహ్వల్	వివరించి చెప్పుట
పొడెల్	గొర్రె పోతు
పొతం కియ్వల్	బాగు పర్చు
పొత్-	మండుట
పొతుస్-	మండించుట
పొద్దుక్	ప్రేగులు
పొద్దుర్	పేగు
పేండ పొద్దుర్	పేగులు
పొద్-	లోనికి రాకుండ
పొదెల	పొర్క
పొంటిన్	కలము
పొనిస్	తొంభై
పొప్పయ్ (మర్ర)	బొప్పాయి (చెట్టు)
పొప్పొట	నీటిబుడగ
పొప్పొస్ వాలె	ఊపిరి తిత్తులు గల వాడు
పొపొస్	తిత్తులు
పొండ్త	కట్టుకున్న
పొరయింగ్	పడమర
పొర్క	మోదుగు చెట్టు
పొర్కలిర పార్టి	కమ్యూనిస్టు పార్టీ
పొర్కె (తరస్)	పరికి పాము
పొర్కె (మర్ర)	పరికి (చెట్టు)
పొర్తొ తర్వల్	పై బడటం
పొర్రొ	పైన
పొర్రొ డెహ్క	పైకెగురు
పొర్రొ తెర్గ	మీదికి ఎక్కు
పొర్రొ పొర్రొ	పైన పైన
పొర్రొడ	అంతరిక్షం
పొర్రొడొర్	పై వాడు
పొరెయ్తొర్	పశ్చిమ దిక్కు వాడు
పొరొల్	పేరు
పొలం	పొలము
పొలెస (మర్ర)	మునగ చెట్టు
పొస్ గాయిటల్	పనికిరానివాడు
పొస్ పొస్	బుస్ బుస్
పొహ్న్‌యల్	చుట్టము
పొహ్పి	ఉలి
పొహ్ర	బకెట్టు
పొహ్రె మాంత	పారుట
పొహున్‌ చార్	విందు భోజనం
పొహెంగ్	పేలాలు
పోక్డ	గర్వము
పోక్రల్	బోలుగా
పోఙంత	కారింది
పోచమ్మ	అవ్వల్ పెన్
పోటి	పోటీ
పోటిత పార్టి	ఎదురు తిరుగు
పోటొ	బొమ్మ
పోడ్	పొక్కు
పోడ్క్	పొక్కులు
పోడ్ద్ పెసివల్	సూర్యుడు ఉదయించు
పోడ్ద్ పెసియంత	సూర్యుడు ఉదయిస్తున్నాడు
పోడ్ద్ మల్త	సూర్యుడు అస్తమయమునకు మల్లును
పోడ్ద్ (మీన్)	సూర్య చేప
పోడ్ద్‌ నంగ్ జారంగ్	సూర్య కిరణాలు
పోడ్ద్‌న వేడ్చి	సూర్యుని వెలుతురు
పోడ్ద్‌రెక్	సాయంత్రం
పోడ్ని	తాలింపు
పోడ్రి	కంకి, గెల
పోడ్రి	మోకాలు
పోత్ర	అలకడానికి వాడుకొనే గుడ్డ
పోతి	నల్లపూసల మంగల సూత్రం
పోతె	సంచి
పోతెనగ	బస్తాలలో
పోద్రెక్	సాయంత్రం
పోన్	టెలిఫోన్
పోంగ్వల్	పారుట
పోంగ్వల్	పారుట
పోనడ్	గువ్వ
పోండ్-	కట్టుకోవడము
పోయ	పొగ
పోయ	పొగ
పోయ మచ్	పొగ మంచు
పోయ వడి	పొగ గాలి
పోయ హాబర్	పొగ మబ్బు
పోయంత	పూయుట
పోయ్సల్	కండరాలు గలవాడు
పోయ్-	పూస్తుంది
పోయుస్	తాలింపు
పోర (మహ్న)	శ్రావణ మాసం
పోరడ్	అత్త
పోరల్	పిల్లవాడు
పోర్ని	పిచికారీ
పోరి	పిల్ల
పోరి యెహ్వల్	కోడి పిల్లతో ఎగరడము
పోరోడల్ బూడ్	పైనుండి క్రిందికి
పోలిస్	పోలీస్
పోవున్ వేలి	నీటిపై ఉండే తీగ
పోసటి	అనద
పోసి కీ-	పెంచుకో
పోసెర్ మత్తొర్	ఎదురు చూసెను
పోహ్ని-	నీటిలో ఈదడం
బక్కల్	సన్ననివాడు
బక్కి	తోలు అంతర పొర
బక్తల్	భక్తుడు
బక్తి	భక్తి
బక్ర	మేకపోతు
బక్ర పిల్ల	చిన్న మేకపోతు
బగబగ	మండు
బగవంతల్	భగవంతుడు
బగ్గ	ఎక్కడ
బగ్గగిరె	ఎక్కడైన
బగ్గయ్ వొడ్కితుర్	ఎక్కడో తెలిసిన వారు
బగ్నె పొత్వల్	భగ్గుమను
బగ్లత్ సూడ	పక్కకు చూడు
బచ్చి కియ్వల్	కాపాడేవాడు
బచ్చొంగ్	ఎన్ని
బచ్చొర్	ఎంత
బచ్చొర్ ఉంబర్	ఎంత వయసు
బచ్లె	ఎన్ని
బచ్విర్	ఎందరు
బజన్ పాట	పూజ పాట
బజె	సమయం
బట్వడ	బట్వాడా
బడ్	శక్తి
బడ్గ	కర్ర
బడ్గె	తిరగబడేవాడు
బడ్డె	వెదురు కర్ర
బడి కీసి	పెంచు
బడి కీ-	పెంచుకో
బడే-మా-	పెంచు
బడికీమ్	పెంపొందించు
బడెమాత	పెరిగి
బతల్ వెహ	ఏమిటో చెప్పు
బత్తి	కాని
బతిమిలాడు	ప్రాథేయ పడు
బద్	ఎవరు
బద్దె	ఎవరో ఒకరు
బద్దె ఉంది జాగ	ఏదో ఒక చోట
బద్దెన	ఎవరిది
బద్నంతర	నిందించు
బద్ర	(1000) వెయ్యి
బద్లి	మారకం
బద్లి కీ-	మార్పు
బద్లె-మా-	మారింది
బదెక	బాతు
బదొయ్	ఏదో
బంజడ్	ఎక్కువ గడ్డి
బంద్	సమ్మె
బంద్ కీ-	ఆపి వేయుము
బండ	ఆగిపోయింది
బంద్వ	చుట్టం
బంటి	ఎప్పుడు
బనిన్	బనియన్
బండ	బండ
బయ్	ఎక్కువ
బయ్ పొట్టి	అతి పొట్టి
బయ్ బయ్ ఆ-	తెల్లవారు జామున
బయ్ వెల్లె	ఎక్కువ
బయ్ సక్రె	చాలా ప్రొద్దున
బయ్మన్	వ్యతిరేకంగా
బయ్యె	అమ్మ
బయ్‌ చొకొట్ రుచి	రుచిగా
బయ్‌ డగుర్	పెద్దదిగా
బయ్‌ సోబత	కోమలమైన
బర్కడి బొమ్మి	సారంలేని భూమి
బర్ఙడి	రొమ్ము ఎముకలు
బర్తి కియ్వల్	నింపుట
బర్తి కీమ్	భర్తి చెయ్యు
బర్బత్ కీమ్	నాశనం చేయడం
బర్మ	శ్రవణం/పట్టుకారు
బర్మచారి	బ్రహ్మచారి
బర్మడాండి	ఒకరకమైన చెట్టు
బర్మపుఙర్	ఒకరకమైన పువ్వు
బరెమాత	నిబ్బరం
బరెమాయ్వల్	నిండుగా
బరొబర్	సమానం
బరొస	నమ్మకం
బరొసతొర్	నమ్మకం గలవాడు
బలంతె	యోగ్యమైన
బలబల	గలగల
బలం వాలె	బలమైన
బల్మిత్క్	బలవంతంగా
బవిస్యత్	రాబోయే కాలం
బవిస్యత్ కాలం	రాబోయే కాలము
బస్	బస్సు
బస్క్‌యల్	బర్రెలు మేపేవాడు
బస్కె	ఎప్పుడు
బస్కెట్	ఎప్పటికీ
బస్కెయె ఉంది దియ	ఒకానొక రోజు
బస్కెయొ	ఎప్పుడో
బస్తుర్ వార్	గురువారం
బహన్	ఎలా
బహన్ తెర్	ఎలాగైన
బహ్కె మా-	తప్పయింది
బహ్నె ఆయి	తెగించు
బహ్నెమని	ఏదో రకంగా
బహ్రి	బహిష్టు
బహ్రి టెండ	వెలికి తీయు
బ్రమ	భ్రమ
బ్లిచింగ్ పోడర్	బ్లీచింగ్ పొడి
బాక సీమ్	ప్రమాణం చెయ్యి
బాకి	అప్పు
బాగ్డియల్	వంకర
బాగి కీ-	వంపుట
బాఙి	పాపిడి
బాజ్	వైపు
బాజి పాల	కూరగాయలు
బాజి పాలంగ్	కూర గాయలు
బాటె	అంటుకోవడం
బాటొ	బావ
బాడి	కొరలు
బాతల్	ఎలాంటిది
బాన్	బాణము
బాన్ విద్య	ధనుర్విద్య
బాంద్వ వాలిర్	చుట్టపు చుట్టం
బాపె	దేనితో
బాబ్డె (మర్ర)	ఒకరకమైన చెట్టు
బాబుర్ (మర్ర)	దంతె (చెట్టు)
బాండె గొట్ట	తుపాకి గొట్టం
బాయ్కొ	భార్య
బాయి	అక్క
బార	పన్నెండు
బారత్ నొర్	భారతీయుడు
బార్‌వాత	పూతకు వచ్చింది
బారి	ఎందుకు
బారిక్	సన్నగా
బారిత	విలువైనవి
బారెతె	గురించి
బాలొబల్	సంతృప్తికరమైన
బావన	అనుకునడం
బావ్	ఏవి
బావ్డి	బ్రా
బాసన్	గృహ పరికరం
బికట్న	ఇబ్బందియైన
బికర్ వాడల్	బిచ్చం అడిగే వాడు
బిచ్చె గాండల్	బిచ్చగాడు
బిచ్చెగాండే	అడుక్కునే అమ్మాయి
బిజురి (మర్ర)	నిమ్మ (చెట్టు)
బిత్తి	జాన/ బెత్త
బితి దొహ్వల్	గోడ కట్టు
బిద్ది	పశువుల పాక
బిందె	బిందె
బిబుత్ (మర్ర)	ఒక రకమైన చెట్టు
బియ్యె	మరదలు
బిర్	గట్టి
బిల్	బిల్లు
బిల్ల	బిళ్ళ
బివ్డ	గుల్ల
బిసుడ్క్-	జారుట
బీడ	బయట
బీడి	బీడీలు
బీతి	గోడ
బీబట్	చిరుత పులి
బీమల్	బీము దేవుడు
బీర్య మర్ర	మునగ చెట్టు
బుక్ పరుందులి	రెక్కల పిల్లి
బుక్క	ముద్ద
బుక్కి	గుద్దు
బుక్ని	చూర్ణం
బుగ్గ	బుగ్గ
బుచ్చలిక్	కురుచైన
బుచ్చి	మక్క బూజు
బుచ్చి	పాప
బుచ్నె	ఒత్తుగ
బుజుక్నె	నెమ్మదిగా
బుట్టి	బుట్ట
బుడర్కన్	జోకర్
బుడ్క్-	నీటి కదలికలో రాబోయే చప్పుడు
బుడ్నంగ్ పల్క్	క్రింది దంతములు
బుద్ది	బుద్ధి
బుద్ది సెల్వ	బుద్ధిలేని
బుద్దివంతల్	బుద్దిమంతుడు
బుద్దెల	మల విసర్జన అవయవము
బుద్‌వార్	బుధవారం
బుంకల్	పూజారి
బునది	పునాది
బుయరి	గుహ
బుయ్ సేఙ	పల్లి కాయ,వేరుశెనగలు
బుయ్లి	జనుము
బురబుర	మెల్లగా
బుర్క	తుక్కు
బుర్రిక్ కెల్క్	తక్కువ వెంట్రుకలు
బుర్సల్	బొచ్చు
బుర్సిక్	దీపావళి పండగ అప్పుడు అన్నంతో దీపాలు చేస్తారు
బుర్-	ముద్దు
బుల్ల	మునగ చెట్టు తొర్ర
బూగొల సాస్త్రం	భూగోళ శాస్త్రం
బూజ్	బూజు
బూట్క్	బూట్లు
బూడంగ్	అట్లు
బూడ్	క్రింద
బూడ్నొర్	కిందవాడు
బూడెమాత	నష్టం రావడం
బూడెస్తల్	మోసగాడు
బూత కాలం	గడిచి పోయిన కాలం
బూత్	భూతం
బూత్యల్	కార్మికుడు
బూతి	కూలీ
బూయ్తల్	కూలివాడు
బూయ్తె	కూలి స్త్రీ
బూర	ఈక
బూరి	తెలువు
బూలి కీమ్	తప్పించు
బూలె మాయ్వల్	తప్పి పోవడం
బూలె మా-	తప్పిపోయాడు
బూలెమామ్	తప్పడం
బూస్	ఊక/ధాన్యపుపొట్టు
బూస్కడ్‌ పియ్త	బూజు పట్టిన
బెకబెక	కప్ప అరుపు
బెందొ	కోళ్లను పెట్టె బుట్టి
బెయ్ వెల్లె	చాలా ఎక్కువ
బెర్రల్	తేనెపట్టు
బెర్రల్ వీసి	తేనెటీగ
బెర్స్-	ఎదుగు
బెరులి (మర్ర)	రావి (చెట్టు)
బెహ్రియల్	చెవిటివాడు
బెహ్రి	చెవిటి ఆమె
బేకుబ్	తెలివిలేని
బేకె వాతి	ఎక్కడికీ వచ్చావు
బేకెగిర్ సొందవచ్చొ	ఎటు వైపు కైనా వెళ్ళ వచ్చు
బేటె మా-	కలవడం
బేడ్కి	జింక
బేత్ బడ్డె	కొలతకర్ర/బద్ద
బేద	తేడా చూపు
బేంద్	ఏది
బేంగ్వల్	పాకడము
బేంగ్-	పాకుట
బేంచి	బల్ల
బేపరి కియ్వల్	వ్యాపారం చేసేవాడు
బేబ్రెంగ్	టమాటలు
బేండి	బెండకాయ
బేండింగ్	బెండ కాయలు
బేమరి	రోగి
బేమరివాలె	రోగి
బేరెంగ్	బేరెలు/బద్దలు
బేలి	బెల్లం
బేవొస్	మతి లేని
బేహాలత్	చెడ్డ
బైతెడల్	చేతకానివాడు
బొక్క	ఎముక
బొక్కెన	బొక్కెన
బొక్-	పొక్కులు
బొగ్డ	ఒడ్డు
బొట్	బొట్టు
బొట్ట	వ్రేలు
బొట్టంగ్	వ్రేళ్ళు
బొట్టె	మొట్ట
బొడ్సంత	కాల్చుట
బొడ్స్-	కాల్చుట
బొత్తల్	లావు
బొద్ర	జలపాతం
బొంక్వల్	పొగడడం
బొంగ్సడ్ గద్ది	సొరంగం
బొమ్	రొమ్ము
బొమ్క్	చళ్ళు
బొమ్డల్	బ్రాహ్మణుడు
బొమ్మ	బొమ్మ
బొమ్మతున్ వర్నించ	బొమ్మ వర్ణించు
బొమ్మంగ్	పోస్టర్లు
బొమ్మి	భూమి
బొమ్మి మెలివల్	నేల
బొవ్రి	సుడి గాలి
బోక్డి కియ్వల్	గోర్లతో గాయము చేయు జంతువులు
బోకుడ్	మేకపోతు
బోకుడ్ పిల్ల	మేకపోతు (పిల్ల)
బోకె	బట్టలు లేకుండా
బోగెమాయ్వల్	అనుభవించుట
బోడల్	పసుపు
బోడల్ రంగ్-	పసుపు రంగు
బోడలిక్ పల్క్	పసుపు దంతములు
బోడ్కల్	జుట్టు పిలక లేనివాడు
బోడి	బట్టతలగల
బోదడ్ పాంత	మురుగు వాసన గల
బోదెల	చిన్న బుడమకాయ
బోంక్వల్ వోర్-	అభిమాని
బోన	ఎవరిది
బోనె కేంజొర్	ఎవరి మాట వినడు
బోండ్	కవచము/పొట్టు
బోండ్కి	బోండ్లు
బోయల్	మత్స్యకారుడు
బోయే	మత్సకారి
బోయిండ	చనుమొన
బోరింగ్	దయ్యం
బోర్	ఎవరు
బోలల్	అమాయకుడు
బోలిబాల్	ఆనందంగా
మ్యావ్	మ్యావ్
మక్కె	మొక్కజొన్న
మక్-	దాచుట
మక్సి	దాక్కొని
మకుస్వల్	దాచి పెట్టు
మగ్రియల్	పొగరు బోతు
మగ్వల్	తగ్గడం
మఙి (మర్ర)	చెట్లు వాగు దగ్గర ఎక్కువగా ఉంటాయి
మచ్	మంచు
మచ్చ	మచ్చ
మజ్బుత్	గట్టిగా
మడ్	పది కిలోలు
మడ్కస్క్	జలగ చేపలు
మడ్సెఙ	మునగ చెట్టు
మడి	నారు మడి
మడి	మణి పూస
మడుత	మాడింది
మత్	మందు
మత్క్ న చిట్టి	మందుల చీటీ
మత్త	ఉండే
మత్తప్	కల్గి ఉండటం
మత్తపె చాపి కియ్వల్	నకలు ప్రతి
మద్న	టైఫాయిడ్
మన్	మనస్సు
మంత	ఉండినది
మంద	మంద
మన్ నోయుస్వల్	మనుసును నొప్పించుట
మన్ బాగ్	మనస్సు లోని మాట
మన్క వెడ్యల్	మనస్సు తెలుసు కోవడం
మన్గట్	మణికట్టు
మందన	ఉండాలి
మన్నె	ఎల్లుండి
మందర్	కావచ్చు
మన్వల్	ఉండడం
మంజిల్	అంతస్థు
మందుడి	సమూహము
మంగుర్ వార్	మంగళ వారం
మంతొర్	ఉన్నాడు
మందొల	పందిరి
మన్‌నోత	మనుసు నొప్పి
మబ్	మబ్బుగా
మండల్	మండలం
మండి బేమరి	మెండి
మయడ్	మాయాజాలం
మయ్జ	మంగలి కత్తి
మయ్త	తప్పడం
మయ్య	ప్రేమ
మయ్వల్	గెలవడం
మయ్‌దన్	విరోచనాలు
మయ్‌దన్ సొం-	దొడ్డికిపో
మయాడ్ ఆ-	మాయము అవ్వడం
మయుస్-	గెలిపించు
మరకొండల్ (తరస్)	చెట్టుపై ఉండే పాము
మరట్	మనము
మరటి	మరాఠీ
మర్క	మామిడి పండ్లు
మర్ఙ	మానుకో
మర్ఙుస్వల్	మాన్పించడం
మర్ద్ (మర్ర)	ఒక (చెట్టు)
మర్న్‌డడ్	మరదలు
మర్న్‌డు	మరిది
మర్మింగ్	పెళ్లి
మర్మిన దివొస్	పెళ్లి రోజు
మర్మియడ్	సంతానము
మర్యద	గౌరవం
మర్యద సీమ్	గౌరవించు
మర్ర	మునగ చెట్టు
మర్ర-డబ్బ	విషపు డబ్బా
మర్రత మొద్దు	మునగ చెట్టు మొద్దు
మర్రతున్ కొయ్వల్	చెట్టును కోయడం
మర్రమెట్ట	ప్రకృతి
మర్రి	కుమారుడు
మర్రి ఇవ్విర్	తండ్రి కొడుకు
మర్రి మియడ్	సంతానము
మర్ల	తర్వాత
మర్ల సీమ్	మళ్లీ యివ్వు
మర్లజన్మ	పునరుత్పత్తి
మర్లపుట్వల్	పునరావృత్తి
మరియ	మారు
మరుంగ్-	మర్వడం
మరుమ్	పక్కకు
మలంజ్ (మీన్)	చేప
మల్ల	తర్వాత
మల్వజాడి	ఒక రకమైన గడ్డి
మల్సి	తిరిగి
మల్‌పట్ట	మగవారు తొడుగుకునే
మల్‌సుడుం	డేగ
మలుస్-	మలుపు
మలెద	ఒక రకమైన తీపి
మస్క్	మసక
మస్త	అద్భుతం
మస్త్ జోర్తె	అద్భుతం
మస్రల్	కొంచెం నలుపైన
మస్రె మాత	కాగిన
మసిద్	మసీదు
మసెమల్ పేన్	మైసమ్మ దేవుత
మహజన్	సభ్యులు
మహరజ్	హాని కలిగించని
మహరాని	దొరసాని
మహ్క (మర్ర)	మారేడు (చెట్టు)
మహ్క్-	వెతకడం
మహ్గ్	విలువైన
మహ్చి	పూర్తిచేసి
మహ్న	నెల
మహ్నతప్త	నెల తప్పింది
మహ్వల్	ముగింపు
మహిత్	ఙ్ఞాపకం
మాక్డె మా-	మాసి పోయింది
మాచ్-	అతికించు
మాట్ వొల్వల్	మాటు
మాటి	గడ్డ (దుంప)
మాటిగడ్డ	గడ్డ
మాటిబాజి	చుక్క కూర
మాడ్క్-	తొంగి చూడు
మాడ్సొ	మొగడు
మాడి	బంగ్లా
మాత్రల్	ముసలివాడు
మాతెర	ధాన్యంలో కసువు/చెత్త
మాతోడొ	మాతోటి
మాద్గి	మాదిగ
